date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,windspeed_10m_max,windspeed_10m_mean,windgusts_10m_max,winddirection_10m_dominant,pressure_msl_mean,precipitation_sum,rain_sum,snowfall_sum,shortwave_radiation_sum,sunshine_duration,cloudcover_mean,et0_fao_evapotranspiration,blh_mean,blh_min,blh_max,dewpoint_2m_mean,dewpoint_2m_min,dewpoint_2m_max,cloudcover_low_mean,windspeed_10m_min,surface_pressure_mean
2021-03-04,11.2,0.8,5.9,89,57,76,26.3,16.2,54.4,297,1017.3,0.6,0.6,0.0,9.55,34827.36,68,1.42,,,,1.84,-1.9,4.8,42.29,9.0,1003.5
2021-03-05,3.4,-2.0,1.2,97,47,74,17.7,12.9,37.1,352,1021.7,1.9,0.9,0.7,9.93,26636.27,61,1.11,,,,-3.21,-7.0,0.6,50.25,5.2,1007.6
2021-03-06,5.5,-3.2,0.8,77,43,62,21.8,14.1,41.4,285,1030.7,0.0,0.0,0.0,12.14,38136.91,23,1.59,,,,-5.91,-7.2,-4.1,19.96,9.6,1016.38
2021-03-07,5.1,0.4,2.8,78,55,67,26.9,18.5,51.8,272,1022.6,0.0,0.0,0.0,5.72,3744.38,91,1.27,,,,-2.72,-4.0,-1.5,89.71,10.4,1008.59
2021-03-08,4.0,-2.2,1.5,92,44,67,17.1,11.7,31.3,325,1020.5,1.3,0.1,0.84,12.03,35338.13,71,1.42,,,,-4.27,-7.4,-0.2,66.33,5.3,1006.42
2021-03-09,4.3,-4.3,-0.7,82,39,64,7.6,5.7,18.7,176,1021.8,0.0,0.0,0.0,11.99,36287.56,73,1.28,,,,-7.1,-8.9,-5.1,15.54,1.5,1007.55
2021-03-10,5.9,-5.8,-0.7,85,27,58,11.6,5.8,19.8,126,1020.9,0.0,0.0,0.0,14.43,40426.48,7,1.61,,,,-9.08,-12.0,-5.4,0.12,1.1,1006.68
2021-03-11,6.1,-2.5,2.1,85,48,67,28.2,19.8,50.8,177,1009.5,2.3,2.3,0.0,2.88,0.0,92,1.07,,,,-3.55,-12.1,3.3,23.04,12.4,995.61
2021-03-12,9.2,3.3,6.1,90,48,74,33.1,21.0,64.1,257,1005.4,4.0,4.0,0.0,10.69,30727.91,49,1.54,,,,1.57,-2.2,4.2,23.0,9.6,991.73
2021-03-13,10.6,3.7,7.1,77,59,66,26.8,22.2,64.4,218,1003.2,0.9,0.9,0.0,8.14,16624.32,84,1.94,,,,1.1,-2.5,3.3,7.12,15.0,989.62
2021-03-14,7.8,2.8,5.7,87,55,70,36.7,22.8,69.5,262,1003.6,0.9,0.9,0.0,11.29,38498.0,62,1.75,,,,0.45,-0.8,1.2,17.38,10.8,989.89
2021-03-15,8.2,0.9,3.9,91,54,79,17.8,11.2,38.2,262,1008.4,1.6,1.6,0.0,11.73,37841.93,38,1.37,,,,0.36,-1.0,2.0,22.46,5.8,994.61
2021-03-16,5.1,0.2,2.9,97,88,93,20.8,14.3,40.3,297,1012.6,5.8,5.8,0.0,4.03,3755.77,93,0.43,,,,1.92,-0.8,4.0,82.92,7.4,998.67
2021-03-17,4.8,0.4,2.5,100,71,87,16.3,13.1,35.3,334,1019.0,0.5,0.5,0.0,9.09,27479.54,70,0.9,,,,0.58,-1.2,1.8,70.92,9.5,1005.02
2021-03-18,5.5,-4.1,1.0,97,54,80,13.6,8.1,31.0,325,1020.7,1.9,0.6,0.91,13.58,41675.84,51,1.36,,,,-2.38,-5.2,0.3,23.79,3.9,1006.57
2021-03-19,4.5,-3.3,0.3,98,50,78,18.7,9.1,36.0,13,1019.0,4.2,0.4,2.66,11.38,31121.69,87,1.31,,,,-3.44,-11.4,-1.2,24.83,3.1,1004.89
2021-03-20,1.0,-5.5,-2.5,83,45,65,14.5,10.7,32.8,337,1025.7,0.3,0.0,0.21,12.66,39600.0,38,1.27,,,,-8.47,-10.6,-7.2,25.79,5.3,1011.37
2021-03-21,4.3,-3.6,1.4,94,60,78,23.0,16.9,42.1,266,1014.2,6.2,4.8,0.98,2.34,0.0,92,0.68,,,,-2.06,-9.1,3.4,80.75,11.8,1000.18
2021-03-22,6.7,-1.5,2.1,91,46,72,19.1,12.7,46.1,334,1017.0,0.8,0.4,0.28,13.36,43200.0,42,1.54,,,,-2.77,-4.6,0.1,10.67,6.9,1002.93
2021-03-23,7.1,-1.2,4.0,85,63,78,21.3,15.4,40.7,301,1022.1,0.2,0.2,0.0,3.69,935.74,90,0.88,,,,0.38,-4.5,3.5,75.33,9.1,1008.13
2021-03-24,8.9,3.0,5.5,91,62,79,12.6,8.0,24.1,278,1024.0,0.0,0.0,0.0,6.72,5126.94,85,1.04,,,,2.0,1.0,3.0,84.92,2.7,1010.09
2021-03-25,14.3,-0.3,6.8,96,50,79,8.0,5.4,19.8,176,1020.9,0.0,0.0,0.0,15.38,41159.41,67,2.12,,,,2.93,-1.0,8.9,27.04,1.6,1007.08
2021-03-26,16.7,3.0,9.1,94,48,76,10.8,6.8,25.6,173,1020.4,0.4,0.4,0.0,15.55,43200.0,40,2.23,,,,4.75,1.6,9.5,3.62,3.3,1006.68
2021-03-27,15.2,4.8,8.5,89,51,70,32.5,15.2,61.6,233,1018.9,1.3,1.3,0.0,9.86,27693.46,64,1.89,,,,3.25,-0.4,6.2,6.71,7.0,1005.2
2021-03-28,10.4,1.9,6.5,81,43,63,20.5,14.9,41.0,262,1029.3,0.0,0.0,0.0,12.32,29303.81,71,2.11,,,,-0.34,-1.7,0.6,26.04,9.2,1015.32
2021-03-29,12.4,4.5,9.4,82,61,70,12.4,10.1,24.5,222,1029.6,1.6,1.6,0.0,5.72,3161.43,96,1.33,,,,4.25,0.2,8.8,28.58,5.7,1015.74
2021-03-30,19.6,8.4,13.5,89,46,65,14.7,11.6,30.2,291,1029.6,0.0,0.0,0.0,16.54,43200.0,30,3.05,,,,6.86,4.2,10.4,3.12,6.1,1015.99
2021-03-31,21.2,5.3,12.7,89,37,70,9.5,5.8,15.1,251,1024.5,0.0,0.0,0.0,17.89,43200.0,39,2.88,,,,6.69,3.3,13.3,0.0,1.6,1010.92
2021-04-01,18.4,6.8,11.9,90,46,71,18.0,10.9,36.7,298,1015.7,0.2,0.2,0.0,11.77,26629.56,61,2.33,,,,6.36,3.2,8.1,1.21,5.5,1002.12
2021-04-02,10.4,4.7,7.4,94,46,73,18.0,11.0,37.8,333,1017.3,2.4,2.4,0.0,17.05,38611.73,58,2.18,,,,2.42,-0.9,8.4,50.58,4.7,1003.5
2021-04-03,8.7,2.3,5.0,93,62,80,21.0,16.0,45.7,328,1017.8,3.4,3.4,0.0,13.53,33261.64,71,1.58,,,,1.69,-0.1,3.1,43.67,11.9,1003.9
2021-04-04,9.0,-0.8,3.9,96,41,72,13.6,9.2,31.0,281,1020.8,0.0,0.0,0.0,13.21,38498.41,37,1.69,,,,-1.23,-3.7,0.6,33.21,5.1,1006.85
2021-04-05,12.4,1.3,4.9,95,49,71,31.8,18.5,63.7,250,1003.7,4.3,4.3,0.0,9.12,19589.13,72,1.69,,,,-0.19,-3.9,3.7,11.54,9.9,990.05
2021-04-06,5.2,-0.6,1.9,77,46,63,28.8,19.6,56.2,272,1005.8,0.3,0.0,0.21,17.28,43200.0,61,2.09,,,,-4.64,-6.2,-2.5,23.67,12.3,991.91
2021-04-07,5.6,-1.2,2.1,82,46,65,24.5,18.7,53.6,273,1009.1,0.4,0.3,0.07,15.92,34844.62,54,1.95,,,,-3.96,-7.2,-1.5,32.0,13.0,995.2
2021-04-08,6.6,0.8,3.1,85,50,72,28.5,21.5,58.3,277,1018.3,2.6,0.7,1.33,11.49,32350.63,72,1.53,,,,-1.56,-4.1,0.6,52.71,11.8,1004.28
2021-04-09,12.6,-0.8,5.8,82,39,59,21.2,14.2,43.6,204,1019.4,0.0,0.0,0.0,18.82,40149.83,54,2.78,,,,-2.05,-5.2,0.5,0.0,8.4,1005.51
2021-04-10,15.0,0.9,7.6,87,45,69,18.7,9.4,42.5,214,1015.4,0.0,0.0,0.0,11.23,22894.73,78,1.97,,,,1.95,-2.2,6.2,6.67,3.0,1001.68
2021-04-11,16.3,3.9,10.6,92,45,68,23.4,14.4,49.0,148,1013.8,0.0,0.0,0.0,17.52,39016.02,58,3.0,,,,4.38,2.0,6.6,6.5,8.2,1000.2
2021-04-12,8.4,3.1,6.0,94,72,82,21.9,17.0,43.6,309,1019.4,2.3,2.3,0.0,4.86,699.32,83,0.91,,,,3.12,1.4,6.4,71.92,6.6,1005.59
2021-04-13,8.2,2.6,5.3,94,40,68,19.3,13.9,40.0,321,1026.5,2.3,2.3,0.0,12.75,21320.81,99,1.96,,,,-0.76,-4.7,2.5,36.71,6.6,1012.47
2021-04-14,7.9,2.8,4.9,83,57,69,22.5,15.8,44.3,331,1024.6,2.1,1.9,0.14,14.28,29284.97,99,1.88,,,,-0.49,-2.5,2.0,26.12,10.0,1010.65
2021-04-15,3.0,1.2,1.9,99,72,93,26.3,17.5,48.2,318,1023.0,11.3,7.2,2.87,3.87,0.0,100,0.38,,,,0.95,-1.5,1.7,76.25,9.7,1008.9
2021-04-16,5.1,1.5,3.3,99,81,92,20.5,15.1,37.8,309,1021.0,3.5,3.5,0.0,3.47,0.0,100,0.55,,,,2.05,1.1,3.1,100.0,12.2,1007.01
2021-04-17,7.4,2.8,4.8,97,77,89,14.8,9.6,27.4,299,1020.5,1.3,1.3,0.0,6.04,559.31,95,0.85,,,,3.15,2.2,4.7,94.5,4.0,1006.6
2021-04-18,10.6,4.4,7.1,97,73,89,12.6,5.2,31.0,215,1019.7,3.5,3.5,0.0,10.28,26075.13,90,1.34,,,,5.3,3.5,7.3,72.5,0.7,1005.88
2021-04-19,15.4,4.1,9.0,97,67,86,11.6,8.0,35.3,350,1018.2,4.4,4.4,0.0,10.83,26451.26,72,1.63,,,,6.68,3.4,10.0,49.92,4.3,1004.45
2021-04-20,15.6,4.6,9.5,99,57,83,10.1,7.4,24.8,308,1015.2,0.2,0.2,0.0,19.1,48695.32,35,2.62,,,,6.53,4.3,9.2,10.88,4.9,1001.54
2021-04-21,15.6,5.2,10.6,96,46,72,18.7,10.2,38.9,278,1013.0,0.4,0.4,0.0,19.69,49036.23,27,2.9,,,,5.25,3.2,8.2,3.25,5.2,999.42
2021-04-22,9.6,4.7,7.3,83,40,61,30.0,20.5,58.3,290,1017.4,0.4,0.4,0.0,19.42,46555.54,63,2.8,,,,-0.1,-3.2,4.7,31.12,9.4,1003.62
2021-04-23,8.9,4.1,6.2,84,48,70,25.8,18.4,51.5,284,1023.5,0.9,0.9,0.0,13.26,35368.48,62,1.98,,,,0.89,-2.2,2.7,46.54,10.0,1009.56
2021-04-24,11.8,2.3,7.4,89,48,67,20.5,10.8,40.3,294,1023.5,0.0,0.0,0.0,11.26,19290.84,82,2.03,,,,1.21,0.0,2.7,39.42,6.4,1009.68
2021-04-25,9.2,2.2,5.8,77,39,57,22.4,12.7,46.8,322,1022.3,0.3,0.3,0.0,19.22,43920.02,54,2.64,,,,-2.44,-4.2,0.4,16.46,4.4,1008.35
2021-04-26,8.9,0.2,4.4,79,38,57,11.8,8.8,28.1,323,1020.9,0.0,0.0,0.0,16.33,41622.46,50,2.3,,,,-3.77,-5.1,-2.1,20.71,5.7,1006.91
2021-04-27,10.4,-2.5,4.9,87,37,59,12.3,8.9,27.4,95,1016.7,0.0,0.0,0.0,23.59,50400.0,14,3.09,,,,-3.28,-4.2,-1.1,2.0,3.2,1002.78
2021-04-28,16.6,1.6,9.0,65,34,55,18.9,13.4,43.2,127,1010.7,0.0,0.0,0.0,15.57,45177.75,51,3.05,,,,0.16,-4.2,5.5,1.08,8.0,997.07
2021-04-29,17.7,5.2,11.6,82,54,72,17.3,11.5,46.8,184,1005.3,0.5,0.5,0.0,14.23,37039.86,86,2.54,,,,6.46,2.2,9.9,12.62,6.2,991.89
2021-04-30,14.8,8.1,10.8,92,46,67,25.2,15.5,51.5,291,1010.5,0.0,0.0,0.0,23.17,50400.0,58,3.36,,,,4.54,1.9,8.4,11.96,4.2,997.0
2021-05-01,12.0,7.2,9.4,91,68,79,12.6,6.6,22.7,69,1013.5,9.8,9.8,0.0,9.28,5608.8,99,1.55,,,,5.9,4.6,6.6,74.46,4.2,999.92
2021-05-02,8.8,5.8,7.4,95,82,89,35.4,20.2,67.7,333,1007.7,36.8,36.8,0.0,4.16,6642.7,94,0.65,,,,5.77,4.0,7.1,81.5,11.0,994.06
2021-05-03,9.9,4.8,7.2,89,50,69,31.1,21.8,60.1,278,1017.5,1.0,1.0,0.0,17.25,45985.56,66,2.42,,,,1.55,-0.6,4.8,49.71,8.4,1003.67
2021-05-04,17.1,3.6,10.8,76,40,58,27.8,17.8,54.4,207,1009.2,0.2,0.2,0.0,16.71,31900.52,93,3.45,,,,2.67,-1.4,6.1,0.88,8.5,995.69
2021-05-05,13.6,7.5,11.0,78,45,63,24.8,19.1,50.0,234,1002.7,0.3,0.3,0.0,14.43,25549.47,70,2.91,,,,4.07,0.8,6.9,3.17,14.1,989.27
2021-05-06,12.1,4.2,8.4,78,44,63,24.3,16.9,54.7,246,1008.4,0.5,0.5,0.0,21.41,47267.54,49,3.05,,,,1.7,-1.1,4.8,9.62,3.6,994.8
2021-05-07,11.0,5.5,8.0,93,54,77,31.8,14.7,62.6,289,1008.1,5.4,5.4,0.0,16.79,32178.61,73,2.19,,,,4.08,1.0,6.3,60.71,2.1,994.5
2021-05-08,13.4,3.5,8.4,88,40,64,21.1,15.1,46.1,267,1019.0,0.6,0.6,0.0,21.6,51060.6,28,3.08,,,,1.43,-0.2,3.4,6.79,3.1,1005.3
2021-05-09,21.8,6.1,14.1,72,41,59,20.9,15.6,40.7,163,1015.5,0.0,0.0,0.0,25.65,51547.31,51,4.76,,,,6.01,0.9,11.1,0.0,11.9,1002.07
2021-05-10,25.2,10.4,17.5,81,42,57,20.8,15.1,41.4,155,1011.2,0.0,0.0,0.0,25.38,51507.41,45,5.22,,,,8.58,2.7,13.9,0.0,8.5,997.96
2021-05-11,28.2,13.4,20.6,84,32,57,23.5,17.1,45.7,139,1007.6,0.0,0.0,0.0,26.31,52285.4,14,6.09,,,,11.18,8.2,13.7,0.0,9.8,994.55
2021-05-12,23.6,14.2,19.0,97,54,70,19.2,11.7,34.2,291,1005.3,12.6,12.6,0.0,21.21,51399.22,57,4.14,,,,13.26,8.9,15.9,23.67,5.8,992.22
2021-05-13,19.8,12.4,15.1,96,57,85,21.6,13.4,40.3,306,1001.6,1.5,1.5,0.0,16.78,34603.67,79,2.68,,,,12.49,11.1,14.4,62.79,8.2,988.41
2021-05-14,14.5,9.9,12.6,94,68,83,21.6,16.8,43.6,284,1004.6,1.2,1.2,0.0,10.89,8230.61,91,1.82,,,,9.67,7.7,11.4,81.54,6.4,991.21
2021-05-15,17.9,6.6,13.1,95,48,73,17.7,8.1,35.3,204,1008.4,1.5,1.5,0.0,19.18,38922.96,70,3.23,,,,8.07,5.8,9.9,3.21,1.8,994.98
2021-05-16,16.4,10.2,13.1,96,55,79,14.3,7.5,33.1,206,1004.8,4.9,4.9,0.0,17.65,41085.69,54,2.66,,,,9.29,7.2,10.6,11.42,1.5,991.44
2021-05-17,17.4,7.6,12.7,94,59,78,14.1,5.8,23.8,204,1004.1,0.4,0.4,0.0,16.28,29855.99,77,2.61,,,,8.84,6.6,11.6,8.96,1.3,990.75
2021-05-18,16.1,10.4,13.0,85,62,74,22.3,16.5,43.9,294,1008.7,2.3,2.3,0.0,19.2,45138.7,86,3.02,,,,8.43,6.9,10.9,33.54,8.4,995.31
2021-05-19,15.5,7.8,11.4,95,61,81,18.3,11.0,38.5,297,1013.2,3.1,3.1,0.0,20.79,49261.84,58,2.91,,,,8.16,6.7,10.8,23.62,7.1,999.72
2021-05-20,16.3,7.3,11.8,94,52,76,20.9,12.0,42.1,295,1017.0,0.6,0.6,0.0,23.27,52582.13,50,3.33,,,,7.38,5.8,9.4,15.38,6.0,1003.44
2021-05-21,19.0,6.8,13.6,91,43,67,23.6,15.0,50.8,215,1011.5,0.0,0.0,0.0,22.45,40212.22,83,4.05,,,,7.08,5.3,8.8,0.46,6.6,998.11
2021-05-22,17.0,9.6,12.9,88,43,73,28.1,13.5,55.4,233,1007.5,5.1,5.1,0.0,17.31,30724.2,71,2.87,,,,7.81,4.3,10.5,16.58,6.2,994.12
2021-05-23,16.2,6.8,12.0,88,50,72,21.7,11.3,42.5,255,1013.9,0.8,0.8,0.0,19.67,52567.09,55,3.05,,,,6.82,4.3,8.7,5.92,6.9,1000.4
2021-05-24,19.3,5.8,13.5,95,47,70,21.4,12.8,42.5,164,1018.0,0.1,0.1,0.0,21.42,38815.64,61,3.79,,,,7.64,4.9,9.1,14.46,5.7,1004.48
2021-05-25,14.8,10.0,12.8,91,52,73,24.6,15.8,46.4,236,1013.6,1.3,1.3,0.0,10.68,7569.52,86,2.25,,,,7.9,4.7,10.8,19.88,8.3,1000.17
2021-05-26,17.0,7.9,12.3,80,47,66,22.9,16.7,62.6,217,1015.3,0.4,0.4,0.0,18.9,35990.07,70,3.41,,,,5.96,3.8,8.3,8.33,11.7,1001.78
2021-05-27,16.5,9.6,13.1,88,46,67,21.0,14.0,38.9,252,1014.8,0.2,0.2,0.0,19.91,50463.62,54,3.42,,,,6.94,4.7,9.1,19.58,7.2,1001.38
2021-05-28,15.9,7.9,12.1,91,60,79,20.4,13.7,42.1,287,1019.2,1.2,1.2,0.0,19.59,44234.64,57,2.84,,,,8.44,6.4,10.5,27.42,7.5,1005.63
2021-05-29,14.9,8.0,11.5,94,62,82,21.4,14.2,57.2,308,1021.3,4.3,4.3,0.0,19.61,44701.32,65,2.71,,,,8.3,7.1,9.9,23.5,7.7,1007.62
2021-05-30,15.4,8.7,11.6,93,53,76,16.2,12.3,33.1,349,1023.9,2.0,2.0,0.0,15.95,33973.95,59,2.55,,,,7.29,5.8,8.9,37.29,6.2,1010.22
2021-05-31,18.2,6.6,12.9,89,38,67,16.0,9.1,32.4,15,1022.5,0.1,0.1,0.0,22.04,48920.69,45,3.63,,,,6.17,3.6,8.1,4.42,4.1,1008.92
2021-06-01,19.7,6.6,14.5,91,45,68,11.2,7.1,26.3,241,1018.9,0.0,0.0,0.0,20.72,41698.78,72,3.63,,,,8.06,5.1,11.4,5.0,1.9,1005.42
2021-06-02,22.1,11.2,16.7,92,36,59,16.6,11.8,35.3,117,1020.7,0.0,0.0,0.0,24.09,50119.41,63,4.76,,,,7.99,6.3,10.1,0.33,6.3,1007.33
2021-06-03,22.9,9.9,17.2,81,36,56,12.9,7.8,28.8,110,1024.8,0.0,0.0,0.0,28.37,57206.2,5,5.1,,,,7.56,6.2,10.2,0.04,3.7,1011.38
2021-06-04,24.9,10.5,18.6,86,36,56,14.6,9.9,31.3,126,1023.3,0.1,0.1,0.0,24.79,49952.89,54,5.07,,,,9.0,6.3,10.6,0.5,5.0,1009.94
2021-06-05,24.5,15.3,20.0,85,43,63,13.8,10.8,32.8,85,1019.4,1.0,1.0,0.0,26.03,55288.48,55,5.15,,,,12.28,9.6,14.1,4.38,6.6,1006.2
2021-06-06,24.6,12.3,19.6,89,41,63,10.1,6.7,22.7,59,1019.3,0.1,0.1,0.0,22.96,56307.66,29,4.44,,,,11.64,10.1,13.4,1.54,1.8,1006.07
2021-06-07,26.0,13.9,20.6,83,34,57,12.7,5.7,25.9,292,1019.3,0.0,0.0,0.0,20.67,56207.8,61,4.35,,,,11.06,8.5,14.1,0.29,0.8,1006.11
2021-06-08,26.5,13.6,21.2,90,31,53,16.6,10.3,36.4,346,1019.0,0.0,0.0,0.0,27.45,57472.68,13,5.98,,,,10.03,7.8,12.6,0.17,5.7,1005.83
2021-06-09,24.9,15.2,20.4,76,30,49,17.7,12.0,38.9,340,1019.5,0.0,0.0,0.0,27.84,55817.93,28,5.97,,,,8.44,5.2,11.2,0.71,6.4,1006.31
2021-06-10,23.8,12.6,19.3,91,46,64,12.8,6.7,29.2,296,1019.1,0.9,0.9,0.0,20.41,54013.15,37,3.97,,,,11.99,8.4,15.6,2.29,4.0,1005.82
2021-06-11,24.9,14.8,20.2,95,40,65,17.4,9.8,36.7,312,1016.6,0.3,0.3,0.0,21.71,54664.13,52,4.44,,,,12.73,10.1,15.4,3.75,1.8,1003.42
2021-06-12,23.9,14.6,18.9,91,54,77,28.0,15.1,55.1,279,1014.1,10.1,10.1,0.0,11.19,19084.02,85,2.64,,,,14.52,12.6,17.5,9.79,6.1,1000.91
2021-06-13,16.5,12.8,14.7,89,46,62,29.8,21.2,56.9,308,1020.8,0.3,0.3,0.0,14.39,31619.1,71,3.39,,,,7.32,4.8,12.3,59.12,9.5,1007.3
2021-06-14,21.2,9.4,16.2,89,42,61,10.6,6.6,23.4,286,1022.7,0.0,0.0,0.0,27.23,57600.0,27,4.68,,,,8.14,6.8,11.0,25.71,2.6,1009.3
2021-06-15,26.0,9.9,19.3,90,41,63,14.8,4.9,26.6,187,1018.4,0.0,0.0,0.0,24.56,45097.9,78,4.68,,,,11.39,8.2,15.5,0.71,1.1,1005.19
2021-06-16,25.5,16.4,21.0,97,51,72,17.6,8.0,38.9,44,1018.4,0.2,0.2,0.0,21.96,57132.39,40,4.23,,,,15.56,14.1,17.4,13.46,3.9,1005.27
2021-06-17,30.5,16.6,24.3,89,30,55,14.3,11.0,32.4,130,1017.8,0.0,0.0,0.0,28.76,57600.0,3,6.53,,,,13.47,10.8,15.4,0.08,7.4,1004.84
2021-06-18,31.6,19.0,25.7,68,30,49,15.6,11.7,31.3,136,1017.0,0.0,0.0,0.0,27.32,57600.0,10,6.9,,,,13.44,11.6,15.6,0.12,7.6,1004.12
2021-06-19,32.7,18.6,26.2,82,29,53,11.3,8.3,24.5,134,1014.9,0.0,0.0,0.0,28.42,57600.0,3,6.47,,,,14.92,12.0,17.5,0.0,4.6,1001.98
2021-06-20,32.7,20.5,27.0,77,32,52,14.5,11.0,32.0,136,1011.1,0.0,0.0,0.0,26.04,53540.12,39,6.55,,,,15.7,13.5,17.4,0.0,6.2,998.28
2021-06-21,31.6,20.8,25.4,87,36,65,19.4,11.4,36.7,147,1007.2,1.0,1.0,0.0,20.92,41428.57,70,5.15,,,,18.01,14.8,20.7,0.92,3.0,994.37
2021-06-22,26.0,19.0,21.5,96,55,84,17.1,12.2,36.4,303,1010.1,11.9,11.9,0.0,11.75,18894.04,85,2.5,,,,18.53,16.2,20.2,41.33,4.3,997.11
2021-06-23,24.0,17.8,19.9,94,56,81,14.9,8.5,29.5,349,1017.9,2.7,2.7,0.0,17.86,36014.18,71,3.29,,,,16.41,14.3,18.0,49.25,3.7,1004.75
2021-06-24,24.5,16.5,20.7,96,62,80,15.6,11.4,37.1,328,1016.3,5.8,5.8,0.0,20.33,36576.23,75,3.86,,,,16.93,15.8,18.5,37.62,6.0,1003.2
2021-06-25,21.9,15.6,18.4,94,58,81,12.4,8.4,28.8,330,1016.7,2.6,2.6,0.0,18.33,42066.28,87,3.22,,,,14.82,13.2,16.1,21.67,4.6,1003.42
2021-06-26,23.5,15.3,19.1,97,59,80,9.8,6.2,25.6,329,1018.3,1.2,1.2,0.0,22.88,55565.74,50,3.99,,,,15.4,14.7,16.2,10.33,2.3,1005.09
2021-06-27,24.5,15.1,20.3,97,42,70,7.9,5.1,21.6,302,1017.6,0.7,0.7,0.0,23.27,57600.0,42,4.3,,,,13.86,10.9,15.8,4.0,1.9,1004.43
2021-06-28,27.1,14.2,21.5,94,39,63,8.4,5.5,19.4,165,1016.7,0.0,0.0,0.0,25.26,57600.0,48,4.95,,,,13.22,11.6,14.6,0.75,3.2,1003.58
2021-06-29,29.0,16.4,23.0,84,40,62,19.5,10.1,38.2,120,1011.8,0.0,0.0,0.0,22.67,41805.45,72,5.17,,,,14.68,13.2,17.3,2.42,4.3,998.79
2021-06-30,24.5,17.6,20.7,91,53,74,28.8,15.6,54.7,235,1007.7,6.2,6.2,0.0,19.92,50388.95,64,3.95,,,,15.69,14.2,18.0,20.67,2.4,994.71
2021-07-01,22.5,16.3,19.2,89,51,70,16.8,11.5,35.3,264,1010.8,0.0,0.0,0.0,19.83,50193.15,54,3.96,,,,13.48,12.1,14.4,12.12,6.0,997.73
2021-07-02,20.1,13.9,17.4,92,64,81,17.3,12.1,35.6,283,1014.2,3.0,3.0,0.0,13.71,26453.44,64,2.52,,,,13.93,12.2,16.5,39.67,6.6,1000.91
2021-07-03,22.6,15.5,18.9,88,55,73,19.6,14.1,39.6,300,1014.6,0.2,0.2,0.0,19.36,55013.36,68,3.8,,,,13.75,12.3,14.9,13.92,6.0,1001.43
2021-07-04,23.8,14.1,19.5,96,49,72,8.2,3.7,21.6,320,1012.0,0.2,0.2,0.0,20.23,54192.98,41,3.73,,,,13.8,12.5,15.1,5.83,0.8,998.89
2021-07-05,25.7,15.1,20.5,92,45,71,15.1,6.2,31.0,249,1010.4,0.6,0.6,0.0,21.37,46800.0,56,4.13,,,,14.8,13.0,16.9,5.67,1.1,997.38
2021-07-06,29.9,14.8,22.7,94,37,65,16.5,9.1,35.3,165,1012.3,0.0,0.0,0.0,24.43,57600.0,34,5.33,,,,14.9,13.4,16.6,8.75,3.9,999.28
2021-07-07,27.0,17.3,21.2,91,56,72,22.2,12.3,46.4,321,1015.7,0.0,0.0,0.0,20.05,45929.05,44,4.19,,,,15.87,14.1,17.5,20.12,4.5,1002.58
2021-07-08,24.0,16.5,19.8,94,68,83,13.7,7.3,31.7,32,1019.9,26.1,26.1,0.0,11.15,8980.73,87,2.35,,,,16.82,14.5,20.0,48.42,3.3,1006.63
2021-07-09,24.6,17.9,20.9,97,68,82,15.6,9.7,43.9,204,1015.0,3.6,3.6,0.0,14.39,30421.18,74,2.95,,,,17.6,14.5,19.2,23.12,3.0,1001.88
2021-07-10,23.8,14.5,19.6,79,49,66,22.1,11.7,43.9,263,1018.0,0.0,0.0,0.0,21.85,55459.26,45,4.27,,,,12.73,10.9,15.7,36.04,1.5,1004.81
2021-07-11,25.6,14.6,20.7,93,53,74,13.4,9.0,29.5,99,1017.0,1.0,1.0,0.0,21.54,48733.02,71,4.22,,,,15.5,13.2,18.3,13.29,4.8,1003.89
2021-07-12,23.9,18.1,20.6,98,67,84,11.0,7.6,28.8,131,1013.9,9.8,9.8,0.0,16.6,29943.77,74,3.05,,,,17.64,16.5,19.2,23.33,3.2,1000.77
2021-07-13,28.2,17.2,23.1,96,57,76,14.7,11.6,30.6,103,1009.7,0.0,0.0,0.0,23.27,56218.06,43,4.69,,,,18.45,15.9,20.6,26.46,7.6,996.71
2021-07-14,26.0,21.0,23.4,94,64,78,14.5,8.0,36.4,133,1009.6,4.5,4.5,0.0,15.36,28351.52,87,3.23,,,,19.34,17.7,21.0,4.33,1.1,996.68
2021-07-15,24.9,16.6,21.3,100,59,79,7.2,4.7,19.8,206,1011.8,0.5,0.5,0.0,20.13,51859.56,59,3.7,,,,17.29,16.5,19.4,18.0,1.0,998.75
2021-07-16,26.3,17.2,21.7,95,63,83,11.1,7.6,28.8,319,1015.1,12.4,12.4,0.0,15.14,39574.47,74,2.99,,,,18.6,16.4,20.3,24.12,2.4,1002.02
2021-07-17,25.7,19.0,22.3,95,66,83,14.8,9.0,27.0,317,1015.5,3.9,3.9,0.0,18.64,46659.15,70,3.6,,,,19.21,17.7,21.1,36.29,1.9,1002.5
2021-07-18,26.9,19.6,22.5,96,50,75,18.6,14.2,37.4,333,1015.7,1.9,1.9,0.0,20.76,43685.86,67,4.35,,,,17.28,15.3,19.8,43.58,6.7,1002.69
2021-07-19,21.2,16.3,19.2,90,59,74,19.4,11.8,40.7,312,1016.7,3.6,3.6,0.0,16.49,50498.34,42,3.24,,,,14.27,9.9,17.1,29.46,4.8,1003.52
